Rank, H1B Visa Sponsor, Job Title, Number of LCA  *, Average Salary
132,Suntrust Banks,Data Analyst,2,"$76,000 "
132,"Yu Certified Public Accountant, Pc",Data Analyst,2,"$76,000 "
6,V-Soft Consulting Group,Programmer Analyst,403,"$76,017 "
44,Inovalon,Business Analyst,28,"$76,030 "
54,Openlogix,Software Engineer,61,"$76,033 "
43,Union Pacific Railroad,Application Developer,5,"$76,080 "
33,Ust Global,Business Analyst,31,"$76,116 "
210,Digital Scripts,Developer,1,"$76,128 "
101,Ramps International,Business Analyst,14,"$76,143 "
113,Quadrant 4 System,Systems Analyst,21,"$76,148 "
185,Eclat Integrated Software Solutions,Systems Analyst,11,"$76,182 "
52,Atos It Solutions And Services,Application Developer,4,"$76,190 "
111,Blue Labs,Programmer/Analyst,2,"$76,200 "
127,Unicon International,Application Developer,2,"$76,222 "
35,Code Ace Solutions,Java Developer,12,"$76,223 "
62,Msrcosmos,Computer Programmer Analyst,6,"$76,250 "
186,Intercontinental Exchange Holdings,Qa Analyst,2,"$76,250 "
164,Siri Infosolutions,Software Developer,18,"$76,297 "
216,Oasys Technologies,Systems Analyst,9,"$76,321 "
172,Siri Infosolutions,Business Analyst,9,"$76,333 "
63,Akqa,Programmer/Analyst,4,"$76,370 "
82,IBM,Java Developer,5,"$76,375 "
185,Agile Consulting,Qa Analyst,2,"$76,380 "
45,Wayfair,Data Analyst,4,"$76,417 "
5,Deloitte Consulting,Business Analyst,131,"$76,446 "
44,Adaequare,Software Engineer,71,"$76,451 "
198,Capsquare Systems,Software Engineer,21,"$76,459 "
23,Imbuesys,Java Developer,19,"$76,487 "
209,Smartwe,Developer,1,"$76,500 "
48,V-Soft Consulting Group,Business Analyst,27,"$76,519 "
27,Consultadd,Business Analyst,36,"$76,549 "
146,Mindtree,Business Analyst,10,"$76,549 "
175,Gdn Infotech,Computer Systems Analyst,7,"$76,555 "
26,Peakpoint Technologies,Computer Programmer,50,"$76,580 "
30,Everest Computers,Software Developer,57,"$76,588 "
110,Txu Energy Retail Company,Programmer/Analyst,2,"$76,600 "
199,Swift Solutions,Computer Programmer,8,"$76,625 "
22,Photon Infotech,Java Developer,19,"$76,631 "
59,Openlogix,Senior Software Engineer,14,"$76,643 "
113,Systems Technology Group,Computer Programmer,15,"$76,645 "
52,Sg Americas Securities,Programmer/Analyst,6,"$76,667 "
133,Valuelabs,Qa Analyst,3,"$76,667 "
107,Yzenx,Computer Programmer Analyst,2,"$76,681 "
41,Idhasoft,Java Developer,10,"$76,700 "
224,Sysfore Technologies,Computer Programmer,7,"$76,714 "
218,Maruthi Technologies (DBA: Anblicks),Database Administrator,3,"$76,740 "
184,Ricefw Technologies,Qa Analyst,2,"$76,763 "
1,Tata Consultancy Services,Database Administrator,221,"$76,796 "
74,Advansoft International,Computer Systems Analyst,19,"$76,800 "
106,Systel Of Delaware,Computer Programmer Analyst,2,"$76,800 "
149,Ciber,Programmer Analyst,70,"$76,838 "
21,Dew Software,Computer Programmer Analyst,29,"$76,866 "
10,M & R Consultants,Computer Programmer,96,"$76,914 "
38,V-Soft Consulting Group,Database Administrator,12,"$76,917 "
11,Populus Group,Data Analyst,11,"$76,941 "
40,Anjus,Java Developer,10,"$76,960 "
95,Agile1tech,Qa Analyst,4,"$76,960 "
183,Concepts Information Technology,Qa Analyst,2,"$76,960 "
147,Beta Soft Systems,Software Test Engineer,1,"$76,960 "
60,Indus Group,Qa Analyst,6,"$76,967 "
208,Neobytes,Developer,1,"$77,000 "
38,Latentview Analytics,Programmer/Analyst,9,"$77,000 "
146,Vataliya Solution Dba Vtech Solution,Software Test Engineer,1,"$77,000 "
131,Cognate,Data Analyst,2,"$77,000 "
73,Optum Services,Application Developer,3,"$77,051 "
118,Verinon Technology Solutions,Software Engineer,35,"$77,061 "
199,Rnr It Solutions,Software Developer,15,"$77,067 "
194,Ana-Data Consulting,Business Analyst,8,"$77,126 "
125,Endue,Computer Systems Analyst,10,"$77,127 "
145,Info Services,Java Developer,3,"$77,167 "
215,Paramount Global Solutions,Systems Analyst,9,"$77,170 "
207,Rxwiki,Developer,1,"$77,173 "
84,Techno Labs,Programmer Analyst,95,"$77,185 "
3,Tech Mahindra (Americas),Computer Systems Analyst,223,"$77,241 "
66,Nagarro,Business Analyst,20,"$77,250 "
109,84.51,Programmer/Analyst,2,"$77,250 "
38,Kforce,Business Analyst,30,"$77,317 "
198,Brillersys,Computer Programmer,8,"$77,320 "
193,Icube Consultancy Services,Computer Systems Analyst,6,"$77,333 "
206,Shinewell Technologies,Developer,1,"$77,334 "
193,Marlabs,Business Analyst,8,"$77,350 "
67,V-Soft Consulting Group,Computer Programmer,25,"$77,360 "
106,Astir It Solutions,Systems Analyst,22,"$77,373 "
34,Codesoft International,Java Developer,12,"$77,375 "
74,Verotech Solutions,Qa Analyst,5,"$77,376 "
31,Xduce,Database Administrator,14,"$77,393 "
8,IBM,Database Administrator,54,"$77,424 "
85,Comtec Consultants,Database Administrator,7,"$77,429 "
198,Ionidea,Software Developer,15,"$77,484 "
29,Deloitte Consulting,Programmer/Analyst,11,"$77,498 "
60,Plexon,Developer,3,"$77,500 "
72,D2sol,Java Developer,6,"$77,500 "
126,American Consulting Solutions,Application Developer,2,"$77,500 "
108,"Oak Hill Advisors, L.P.",Programmer/Analyst,2,"$77,500 "
37,Infinite Computer Solutions,Computer Programmer,41,"$77,556 "
91,Qburst Technologies,Senior Software Engineer,9,"$77,556 "
58,Clairvoyant,Senior Software Engineer,14,"$77,571 "
131,Lex Nimble Solutions,Programmer Analyst,75,"$77,587 "
72,Softthink Solutions,Data Analyst,3,"$77,612 "
218,Makeurcareer,Software Developer,14,"$77,617 "
95,Proficient Business Systems,Database Administrator,6,"$77,673 "
38,Alindus,Software Engineer,81,"$77,749 "
192,"Srk Group,",Computer Systems Analyst,6,"$77,764 "
14,Tek Signature,Java Developer,26,"$77,769 "
171,Vastika,Business Analyst,9,"$77,798 "
84,Amiti Consulting,Software Engineer,45,"$77,830 "
105,Sysintelli,Systems Analyst,22,"$77,841 "
112,Ramps International,Systems Analyst,21,"$77,857 "
225,Uis Consulting,Computer Systems Analyst,5,"$77,859 "
7,Htc Global Services,Systems Analyst,194,"$77,866 "
170,Everest Consulting Group,Business Analyst,9,"$77,889 "
190,Great Software Laboratory,Software Engineer,22,"$77,924 "
96,Horizon Technologies,Software Developer,28,"$77,936 "
182,Dfuse Technologies,Qa Analyst,2,"$77,938 "
1,Capgemini,Data Analyst,272,"$77,950 "
13,Sunmerge Systems,Database Administrator,34,"$77,971 "
184,Itc Infotech (Usa),Software Developer,16,"$77,975 "
47,Vsln International,Business Analyst,27,"$78,000 "
204,Commvault Americas,Developer,1,"$78,000 "
204,American Express Travel Related Services,Developer,1,"$78,000 "
217,Ageatia Technology Consultancy Services,Database Administrator,3,"$78,000 "
125,Exa Ag America,Application Developer,2,"$78,000 "
56,Easi,Software Test Engineer,2,"$78,000 "
152,Akraya,Computer Systems Analyst,8,"$78,027 "
82,Nyc Department Of Finance,Computer Programmer Analyst,3,"$78,064 "
63,Synergy Global Technologies,Computer Systems Analyst,22,"$78,068 "
203,Endue,Developer,1,"$78,100 "
62,Techno-Comp,Database Administrator,9,"$78,111 "
191,Predictive Analytics Decision Services (Usa),Computer Systems Analyst,6,"$78,117 "
83,Cnet Global Solutions,Software Engineer,45,"$78,138 "
144,Torque Technologies,Java Developer,3,"$78,167 "
134,Ispace,Computer Programmer,13,"$78,192 "
59,Indsoft,Software Engineer,58,"$78,198 "
197,Technet,Software Developer,15,"$78,200 "
190,S R International,Computer Systems Analyst,6,"$78,206 "
100,"Mastech, A Mastech Holdings Company",Business Analyst,14,"$78,225 "
181,Isr Info Way,Qa Analyst,2,"$78,258 "
132,Medhost Services,Qa Analyst,3,"$78,285 "
27,Ecap & Sol,Developer,6,"$78,307 "
51,Morgan Stanley Capital Group,Programmer/Analyst,6,"$78,333 "
154,Idhasoft,Programmer Analyst,68,"$78,366 "
92,Agama Solutions,Business Analyst,15,"$78,390 "
105,Client Network Services,Computer Programmer Analyst,2,"$78,390 "
191,V.L.S Systems,Senior Software Engineer,5,"$78,400 "
124,Cyberthink,Application Developer,2,"$78,400 "
4,Accenture,Business Analyst,173,"$78,410 "
196,Mentorus Global,Software Developer,15,"$78,490 "
126,Quantilus,Software Engineer,34,"$78,497 "
130,Le Technology,Data Analyst,2,"$78,497 "
224,Mindboard,Computer Systems Analyst,5,"$78,500 "
30,Everest Consulting Group,Database Administrator,14,"$78,500 "
122,First Data Merchant Services,Application Developer,2,"$78,500 "
122,Medixsoft,Application Developer,2,"$78,500 "
35,Systems Technology Group,Database Administrator,13,"$78,528 "
51,First Tek,Application Developer,4,"$78,536 "
17,Capgemini,Database Administrator,31,"$78,579 "
221,Synapsis,Software Engineer,19,"$78,624 "
33,Tata Elxsi,Developer,5,"$78,659 "
110,Zedventures,Computer Systems Analyst,12,"$78,667 "
161,Cyma Systems,Senior Software Engineer,6,"$78,717 "
50,Srs Consulting,Java Developer,8,"$78,750 "
107,Btmu Leasing & Finance,Programmer/Analyst,2,"$78,750 "
129,Maruthi Technologies (DBA: Anblicks),Data Analyst,2,"$78,750 "
19,Deemsys,Computer Programmer Analyst,30,"$78,756 "
13,Aspire Systems,Systems Analyst,105,"$78,797 "
119,Prabhav Services,Database Administrator,5,"$78,800 "
1,Tech Mahindra (Americas),Systems Analyst,675,"$78,835 "
37,American Airlines,Programmer/Analyst,9,"$78,851 "
189,Lhp Software,Software Engineer,22,"$78,881 "
125,Techdemocracy,Software Engineer,34,"$78,897 "
21,"Sasken Communication Technologies,",Software Test Engineer,5,"$78,924 "
216,Idexcel,Database Administrator,3,"$78,933 "
215,Viva Usa,Database Administrator,3,"$79,000 "
180,Medhok,Qa Analyst,2,"$79,000 "
73,Yash & Lujan Consulting,Software Engineer,51,"$79,003 "
21,Charter Global,Java Developer,19,"$79,017 "
179,U.S.Interactive ( Delaware),Qa Analyst,2,"$79,030 "
192,Zs Associates,Business Analyst,8,"$79,073 "
28,Cyberthink,Software Test Engineer,4,"$79,150 "
52,Promantus,Systems Analyst,37,"$79,162 "
145,Mercedes-Benz Research & Development,Software Test Engineer,1,"$79,162 "
144,Vital Images,Software Test Engineer,1,"$79,163 "
81,Even & Odd Minds,Computer Programmer Analyst,3,"$79,167 "
225,Teksystems,Java Developer,2,"$79,200 "
137,Etq Management Consultants,Computer Systems Analyst,9,"$79,236 "
73,Micronet Solutions,Qa Analyst,5,"$79,280 "
43,Ait Global,Programmer Analyst,140,"$79,300 "
27,R Systems,Computer Programmer,48,"$79,326 "
131,Amicus Systems,Qa Analyst,3,"$79,333 "
72,Pyramid Technology Solutions,Application Developer,3,"$79,352 "
93,Kavi Software,Developer,2,"$79,375 "
114,Teknest,Software Developer,24,"$79,388 "
178,World Class Workforce,Qa Analyst,2,"$79,404 "
1,Citiustech,Computer Programmer Analyst,393,"$79,421 "
202,Farelogix,Developer,1,"$79,467 "
106,Medallia,Programmer/Analyst,2,"$79,467 "
224,Infometry,Java Developer,2,"$79,498 "
209,Anjus,Programmer Analyst,55,"$79,537 "
158,Accion Labs Us,Computer Programmer,11,"$79,545 "
4,Fujitsu America,Database Administrator,78,"$79,547 "
214,Responsive Technologies,Database Administrator,3,"$79,567 "
6,IBM,Business Analyst,126,"$79,623 "
184,Bodhtree Solutions,Systems Analyst,11,"$79,636 "
3,Headstrong Services,Developer,61,"$79,644 "
201,Verint Systems,Developer,1,"$79,664 "
31,Ciber,Qa Analyst,9,"$79,666 "
128,Redfin,Data Analyst,2,"$79,694 "
15,Anagh Technologies,Software Developer,86,"$79,765 "
78,Ramps International,Programmer Analyst,98,"$79,776 "
42,Americloud Solutions,Application Developer,5,"$79,789 "
71,Npv Staffing,Data Analyst,3,"$79,813 "
53,Gss Infotech Ct,Database Administrator,10,"$79,820 "
223,Power Costs,Computer Systems Analyst,5,"$79,828 "
143,New England It Associates,Software Test Engineer,1,"$79,830 "
223,Wise Equation Solutions,Java Developer,2,"$79,835 "
200,Office Depot,Developer,1,"$79,873 "
190,Prospance,Programmer Analyst,59,"$79,887 "
176,Radiance Solutions,Software Engineer,23,"$79,935 "
183,TEKPERFEKT,Software Developer,16,"$80,000 "
127,Krish Info Tech,Senior Software Engineer,7,"$80,000 "
91,Objects On Net,Developer,2,"$80,000 "
91,Entmatrix,Developer,2,"$80,000 "
187,Powermylearning,Developer,1,"$80,000 "
187,Infotech Spectrum,Developer,1,"$80,000 "
187,Sv It,Developer,1,"$80,000 "
187,Tria Beauty,Developer,1,"$80,000 "
187,Aurus,Developer,1,"$80,000 "
187,Bgc Partners,Developer,1,"$80,000 "
187,Nintex Usa,Developer,1,"$80,000 "
187,Dv Trading,Developer,1,"$80,000 "
187,Cyg Tec,Developer,1,"$80,000 "
187,"National Oilwell Varco, L.P.",Developer,1,"$80,000 "
187,Vml,Developer,1,"$80,000 "
187,Lodestar Consulting,Developer,1,"$80,000 "
187,Ads Alliance Data Systems,Developer,1,"$80,000 "
118,Pnv Solutions,Database Administrator,5,"$80,000 "
213,Dbaffinity,Database Administrator,3,"$80,000 "
104,Strategism,Computer Programmer Analyst,2,"$80,000 "
153,Unicorn Technologies,Computer Programmer Analyst,1,"$80,000 "
153,AQL Technologies,Computer Programmer Analyst,1,"$80,000 "
153,Jcomponent Technologies,Computer Programmer Analyst,1,"$80,000 "
112,Ample It Services,Java Developer,4,"$80,000 "
218,Itviews,Java Developer,2,"$80,000 "
218,Utc Associates,Java Developer,2,"$80,000 "
218,Trusted Tech Solutions,Java Developer,2,"$80,000 "
218,Us It Solutions,Java Developer,2,"$80,000 "
218,Schoeneckers,Java Developer,2,"$80,000 "
71,Revspring,Application Developer,3,"$80,000 "
121,Virtue Group,Application Developer,2,"$80,000 "
77,Pacific Global Advisors,Programmer/Analyst,3,"$80,000 "
72,Nam Technologies,Qa Analyst,5,"$80,000 "
177,S2 It Group,Qa Analyst,2,"$80,000 "
55,Medrio,Software Test Engineer,2,"$80,000 "
137,Comira Solutions,Software Test Engineer,1,"$80,000 "
137,Apn,Software Test Engineer,1,"$80,000 "
137,Smartsoft International,Software Test Engineer,1,"$80,000 "
137,Nam Technologies,Software Test Engineer,1,"$80,000 "
137,Idc Technologies,Software Test Engineer,1,"$80,000 "
137,Ipreo Us,Software Test Engineer,1,"$80,000 "
16,Virtue Group,Data Analyst,9,"$80,000 "
44,Shaping Data Solutions,Data Analyst,4,"$80,000 "
70,Edmunds.Com,Data Analyst,3,"$80,000 "
125,Orchard App,Data Analyst,2,"$80,000 "
117,Accel North America,Software Engineer,35,"$80,007 "
182,Tek Signature,Software Developer,16,"$80,063 "
136,United Software Group,Software Test Engineer,1,"$80,115 "
18,American Technology Consulting,Business Analyst,51,"$80,118 "
54,Symphony,Software Test Engineer,2,"$80,140 "
111,Sourceone Technology Solutions,Software Engineer,36,"$80,142 "
135,Twc Administration,Software Test Engineer,1,"$80,190 "
186,Urban Science Applications,Developer,1,"$80,200 "
50,Infisunergy It,Computer Programmer Analyst,10,"$80,250 "
195,North Point It,Software Developer,15,"$80,267 "
117,Innova Solutions,Database Administrator,5,"$80,280 "
81,"Ektha  Solutions, ",Java Developer,5,"$80,300 "
80,Whiz It Solutions,Java Developer,5,"$80,302 "
163,Recruiting Minds,Software Developer,18,"$80,333 "
20,Frontier Technologies,Software Engineer,117,"$80,403 "
194,Take Enterprise Services,Software Developer,15,"$80,413 "
40,Tavant Technologies,Business Analyst,29,"$80,418 "
175,Nest Technologies,Software Engineer,23,"$80,431 "
6,Cyberthink,Software Developer,132,"$80,465 "
39,Globus It,Systems Analyst,43,"$80,465 "
103,Cerner Health Services,Software Engineer,38,"$80,484 "
191,3edgeusagroup,Business Analyst,8,"$80,500 "
217,Rcr Technology,Java Developer,2,"$80,500 "
134,"Precor,",Software Test Engineer,1,"$80,516 "
155,Verinon Technology Solutions,Database Administrator,4,"$80,615 "
61,Frontier Technologies,Systems Analyst,34,"$80,617 "
59,Microexcel,Developer,3,"$80,662 "
70,Vanderbilt University Medical Center,Application Developer,3,"$80,667 "
24,Charter Global,Application Developer,8,"$80,688 "
83,Rover Resources,Computer Systems Analyst,16,"$80,719 "
10,Tekorg,Java Developer,34,"$80,759 "
212,Netra Technologies,Database Administrator,3,"$80,789 "
79,Rylee Technologies,Java Developer,5,"$80,800 "
25,Datamatics Consultants,Programmer/Analyst,15,"$80,882 "
120,Code Ace Solutions,Application Developer,2,"$80,900 "
18,Hitachi Consulting,Software Engineer,121,"$80,968 "
94,Smartsoft International,Systems Analyst,25,"$80,968 "
130,Intelliswift Software,Qa Analyst,3,"$81,000 "
133,Texara Solutions,Software Test Engineer,1,"$81,000 "
119,Veritis Group,Application Developer,2,"$81,050 "
82,Sayeon,Systems Analyst,28,"$81,084 "
109,Trn Systems,Computer Programmer,16,"$81,087 "
118,Independent Health Association,Application Developer,2,"$81,093 "
214,Idol Soft,Systems Analyst,9,"$81,111 "
182,Scrumlink,Computer Programmer,9,"$81,111 "
111,Sysintelli,Java Developer,4,"$81,125 "
54,Promontory Financial Group,Programmer/Analyst,5,"$81,150 "
50,Logistic Solutions,Software Engineer,65,"$81,193 "
52,Cignex Datamatics,Software Developer,40,"$81,194 "
108,Tata Elxsi,Computer Programmer,16,"$81,205 "
136,Technosoft,Computer Systems Analyst,9,"$81,222 "
48,Ncs Pearson,Java Developer,9,"$81,222 "
105,Nomura Securities International,Programmer/Analyst,2,"$81,250 "
29,Itech Us,Database Administrator,15,"$81,262 "
183,Opusing,Systems Analyst,11,"$81,273 "
77,System Soft Technologies,Business Analyst,18,"$81,305 "
6,Tavant Technologies,Systems Analyst,203,"$81,329 "
69,Millennium Software,Application Developer,3,"$81,333 "
133,Techpillars,Computer Programmer,13,"$81,385 "
132,Adi Worldlink,Software Test Engineer,1,"$81,500 "
49,Humetis Technologies,Computer Programmer Analyst,10,"$81,516 "
20,V-Soft Consulting Group,Java Developer,19,"$81,579 "
71,Select It Resources,Java Developer,6,"$81,640 "
69,Synechron,Software Developer,34,"$81,641 "
14,Aim Big,Software Engineer,146,"$81,649 "
129,O2 Technologies,Qa Analyst,3,"$81,667 "
135,Softlabs Na,Computer Systems Analyst,9,"$81,672 "
124,Expicient,Computer Systems Analyst,10,"$81,700 "
37,Sagitec Solutions,Senior Software Engineer,24,"$81,708 "
94,Sliq Information Technologies,Database Administrator,6,"$81,813 "
76,Neuberger Berman Group,Programmer/Analyst,3,"$81,833 "
89,Deebecon,Computer Systems Analyst,15,"$81,851 "
14,V-Soft Consulting Group,Systems Analyst,101,"$81,891 "
128,Aspire Systems,Qa Analyst,3,"$81,913 "
2,Sdlc Management,Java Developer,92,"$81,946 "
102,Absomax,Software Developer,27,"$81,952 "
11,Droisys,Computer Programmer Analyst,60,"$81,955 "
215,Vinsys Information Technology,Java Developer,2,"$82,000 "
215,Izeal,Java Developer,2,"$82,000 "
50,Baker And Mckenzie Consulting,Programmer/Analyst,6,"$82,000 "
131,Nci Information Systems,Software Test Engineer,1,"$82,000 "
163,Snuvik Technologies,Systems Analyst,13,"$82,077 "
56,Kforce,Programmer Analyst,119,"$82,173 "
70,Snw Infotech,Programmer Analyst,104,"$82,203 "
208,Network Objects,Programmer Analyst,55,"$82,232 "
37,"Wicresoft North America,",Software Test Engineer,3,"$82,267 "
189,Progressive Technology Solutions,Computer Systems Analyst,6,"$82,274 "
50,Sarkit,Application Developer,4,"$82,281 "
121,Z And A Infotek,Computer Programmer,14,"$82,354 "
221,Texara Solutions,Programmer Analyst,53,"$82,357 "
217,Trendset It,Software Developer,14,"$82,357 "
17,Computek Soulutions,Software Developer,80,"$82,360 "
78,"Sasken Communication Technologies,",Software Engineer,47,"$82,385 "
52,Datawin Systems,Database Administrator,10,"$82,400 "
124,Cisco Systems,Data Analyst,2,"$82,413 "
214,Infolob Solutions,Java Developer,2,"$82,420 "
43,IBM,Data Analyst,4,"$82,461 "
40,Symbol Software Services,Computer Programmer Analyst,13,"$82,462 "
151,Advanced Technology Group Usa,Computer Systems Analyst,8,"$82,485 "
